Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_Safe,Sales_per_Visibility,MRP_Tier,Item_Category
FDR31,6.46,Regular,0.04923932,Fruits and Vegetables,144.4102,OUT049,1999,Medium,Tier 1,Supermarket Type1,4374.306,25,0.04923932,88837.66063381865,High,Food
FDS55,7.02,Low Fat,0.08114883,Fruits and Vegetables,146.8734,OUT035,2004,Small,Tier 2,Supermarket Type1,3563.3616,20,0.08114883,43911.43532198801,High,Food
DRL60,8.52,Low Fat,0.027054244,Soft Drinks,151.5682,OUT035,2004,Small,Tier 2,Supermarket Type1,3506.7686,20,0.027054244,129619.90732396735,Very High,Drinks
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,250.3092,OUT010,1998,Small,Tier 3,Grocery Store,249.0092,26,0.036773101,6771.503986025002,Very High,Food
FDT11,5.94,Regular,0.049163321,Breads,186.4556,OUT010,1998,Small,Tier 3,Grocery Store,563.2668,26,0.049163321,11457.053521669131,Very High,Food
FDO50,16.25,Low Fat,0.078168739,Canned,91.3804,OUT046,1997,Small,Tier 1,Supermarket Type1,1653.8472,27,0.078168739,21157.398995524283,Medium,Food
FDD28,10.695,Low Fat,0.05337973,Frozen Foods,56.7904,OUT049,1999,Medium,Tier 1,Supermarket Type1,1113.2176,25,0.05337973,20854.68772509715,Medium,Food
FDN28,5.88,Regular,0.030418998,Frozen Foods,103.099,OUT017,2007,Small,Tier 2,Supermarket Type1,1341.587,17,0.030418998,44103.58947392021,High,Food
FDS35,9.3,Low Fat,0.111673587,Breads,65.7826,OUT018,2009,Medium,Tier 3,Supermarket Type2,968.739,15,0.111673587,8674.737026222681,Medium,Food
FDB38,19.5,Regular,0.027341529,Canned,158.292,OUT035,2004,Small,Tier 2,Supermarket Type1,3994.8,20,0.027341529,146107.41045242935,Very High,Food
FDT07,5.82,Regular,0.077634044,Fruits and Vegetables,256.433,OUT018,2009,Medium,Tier 3,Supermarket Type2,3844.995,15,0.077634044,49527.17650519404,Very High,Food
FDC53,8.68,Low Fat,0.008835694,Frozen Foods,96.5384,OUT046,1997,Small,Tier 1,Supermarket Type1,1182.4608,27,0.008835694,133827.72196502052,Medium,Food
NCT41,15.7,Low Fat,0.055990291,Health and Hygiene,153.2024,OUT046,1997,Small,Tier 1,Supermarket Type1,3795.06,27,0.055990291,67780.6800468317,Very High,Non-Food
FDR40,12.85,Regular,0.00799548,Frozen Foods,78.5618,OUT027,1985,Medium,Tier 3,Supermarket Type3,2255.7304,39,0.00799548,282125.70102107694,Medium,Food
FDH32,12.8,Low Fat,0.076369874,Fruits and Vegetables,97.241,OUT018,2009,Medium,Tier 3,Supermarket Type2,1448.115,15,0.076369874,18961.86184620391,Medium,Food
FDN60,15.1,Low Fat,0.095351065,Baking Goods,158.6604,OUT045,2002,Small,Tier 2,Supermarket Type1,2535.3664,22,0.095351065,26589.80683645222,Very High,Snacks
FDR33,7.31,Low Fat,0.026783871,Snack Foods,108.157,OUT035,2004,Small,Tier 2,Supermarket Type1,1098.57,20,0.026783871,41016.10256411405,High,Snacks
FDB59,13.15,Low Fat,0.01520491,Snack Foods,197.2084,OUT027,1985,Medium,Tier 3,Supermarket Type3,4166.5764,39,0.01520491,274028.35005271324,Very High,Snacks
FDS07,12.35,Low Fat,0.099757833,Fruits and Vegetables,113.9518,OUT046,1997,Small,Tier 1,Supermarket Type1,910.8144,27,0.099757833,9130.254463326202,High,Food
FDD02,16.6,Low Fat,0.0,Canned,117.3124,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108,37,0.001,2014710.8,High,Food
FDH05,14.35,Regular,0.090896452,Frozen Foods,231.2984,OUT035,2004,Small,Tier 2,Supermarket Type1,6024.1584,20,0.090896452,66274.95647464876,Very High,Food
FDR04,7.075,Low Fat,0.022602061,Frozen Foods,98.1068,OUT049,1999,Medium,Tier 1,Supermarket Type1,1458.102,25,0.022602061,64511.90446747313,Medium,Food
DRJ47,18.25,Low Fat,0.044250304,Hard Drinks,174.708,OUT046,1997,Small,Tier 1,Supermarket Type1,2423.512,27,0.044250304,54768.25650734513,Very High,Drinks
FDW50,13.1,Low Fat,0.075885921,Dairy,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1504.0422,15,0.075885921,19819.77921833485,Very High,Food
NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,15,0.153177941,8345.43140908259,Medium,Non-Food
FDH60,19.7,Regular,0.0,Baking Goods,197.911,OUT045,2002,Small,Tier 2,Supermarket Type1,1767.699,22,0.001,1767699.0,Very High,Snacks
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,151.9682,OUT045,2002,Small,Tier 2,Supermarket Type1,1677.1502,22,0.027114238,61854.96343286506,Very High,Drinks
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998,Small,Tier 3,Grocery Store,280.9676,26,0.049634572,5660.7237390905675,High,Food
FDM58,13.15,Regular,0.0,Snack Foods,112.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3914.904,39,0.001,3914904.0,High,Snacks
FDK10,5.785,Regular,0.040587146,Snack Foods,180.366,OUT017,2007,Small,Tier 2,Supermarket Type1,1258.362,17,0.040587146,31003.953813357562,Very High,Snacks
NCS30,5.945,Low Fat,0.093008616,Household,127.8652,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.8084,20,0.093008616,23608.65578302982,High,Non-Food
FDY15,18.25,Regular,0.17179432,Dairy,154.663,OUT017,2007,Small,Tier 2,Supermarket Type1,2659.871,17,0.17179432,15482.880924119028,Very High,Food
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,OUT013,1987,High,Tier 3,Supermarket Type1,689.7688,37,0.008828341,78131.19135293936,Medium,Food
FDK45,11.65,Low Fat,0.033858187,Seafood,113.386,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,27,0.033858187,76887.69631994767,High,Food
FDH26,19.25,Regular,0.034841089,Canned,141.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,282.2992,15,0.034841089,8102.479230772608,High,Food
NCW06,16.2,Low Fat,0.08425957,Household,192.3162,OUT010,1998,Small,Tier 3,Grocery Store,769.6648,26,0.08425957,9134.449653612046,Very High,Non-Food
FDV37,13.0,Regular,0.083444376,Canned,195.8426,OUT013,1987,High,Tier 3,Supermarket Type1,4152.5946,37,0.083444376,49764.822976206335,Very High,Food
FDB52,17.75,Low Fat,0.030497325,Dairy,256.9672,OUT045,2002,Small,Tier 2,Supermarket Type1,1534.0032,22,0.030497325,50299.59840740131,Very High,Food
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.246,OUT046,1997,Small,Tier 1,Supermarket Type1,3202.498,27,0.131179812,24413.04001868824,Very High,Food
FDA39,6.32,Low Fat,0.012737719,Meat,38.5822,OUT049,1999,Medium,Tier 1,Supermarket Type1,353.5398,25,0.012737719,27755.346149495057,Low,Food
FDE56,17.25,Regular,0.159165324,Fruits and Vegetables,63.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1547.985,20,0.159165324,9725.642251072224,Medium,Food
FDC56,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.744,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036,15,0.122015744,18661.821215465443,High,Food
FDT26,18.85,Regular,0.068091318,Dairy,120.644,OUT045,2002,Small,Tier 2,Supermarket Type1,3475.476,22,0.068091318,51041.39708383968,High,Food
FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.137,OUT017,2007,Small,Tier 2,Supermarket Type1,2822.992,17,0.067314073,41937.61979014403,Very High,Snacks
FDC14,14.5,Regular,0.041249072,Canned,40.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,1216.4166,27,0.041249072,29489.55069825571,Low,Food
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.6854,20,0.174340475,20481.10400066307,High,Food
FDI02,15.7,Regular,0.11454343,Canned,113.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,3263.0858,20,0.11454343,28487.760493989048,High,Food
FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2716.464,15,0.029693277,91484.14302671948,Very High,Snacks
FDW26,11.8,Regular,0.107057186,Dairy,224.1772,OUT046,1997,Small,Tier 1,Supermarket Type1,3558.0352,27,0.107057186,33234.90307320426,Very High,Food
FDA36,11.65,Low Fat,0.009921107,Baking Goods,183.6924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,39,0.009921107,55969.278428304424,Very High,Snacks
NCS06,13.15,Low Fat,0.031583053,Household,260.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,7100.757,39,0.031583053,224828.07472729124,Very High,Non-Food
NCX05,15.2,Low Fat,0.097043739,Health and Hygiene,116.8492,OUT035,2004,Small,Tier 2,Supermarket Type1,2664.5316,20,0.097043739,27457.017087933924,High,Non-Food
FDU19,8.77,Regular,0.046762633,Fruits and Vegetables,170.8422,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,20,0.046762633,36876.067265074664,Very High,Food
FDA49,19.7,Low Fat,0.064909488,Canned,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1308.297,20,0.064909488,20155.712828916476,Medium,Food
NCZ42,10.5,Low Fat,0.011305479,Household,235.5248,OUT049,1999,Medium,Tier 1,Supermarket Type1,4740.496,25,0.011305479,419309.6108532863,Very High,Non-Food
FDX32,15.1,Regular,0.0,Fruits and Vegetables,146.2786,OUT010,1998,Small,Tier 3,Grocery Store,433.4358,26,0.001,433435.8,High,Food
FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1,2388.8904,37,0.053576661,44588.26577490524,Very High,Food
FDQ15,20.35,Regular,0.150947728,Meat,81.0276,OUT013,1987,High,Tier 3,Supermarket Type1,1868.2348,37,0.150947728,12376.700363452968,Medium,Food
FDQ14,13.35,Low Fat,0.10818157,Dairy,149.605,OUT019,1985,Small,Tier 1,Grocery Store,449.415,39,0.10818157,4154.265832895566,High,Food
FDS56,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,OUT035,2004,Small,Tier 2,Supermarket Type1,4459.5284,20,0.038749536,115085.9819327901,Very High,Food
DRJ24,11.8,Low Fat,0.113790879,Soft Drinks,185.3924,OUT018,2009,Medium,Tier 3,Supermarket Type2,370.1848,15,0.113790879,3253.202745713916,Very High,Drinks
FDG52,12.85,Low Fat,0.065313024,Frozen Foods,47.1402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1516.0266,39,0.065313024,23211.70429958962,Low,Food
FDF59,12.5,Low Fat,0.0,Starchy Foods,127.102,OUT017,2007,Small,Tier 2,Supermarket Type1,253.004,17,0.001,253003.99999999997,High,Food
DRM49,6.11,Regular,0.152813518,Soft Drinks,45.6086,OUT017,2007,Small,Tier 2,Supermarket Type1,1025.9978,17,0.152813518,6714.0513053302,Low,Drinks
NCP02,7.105,Low Fat,0.044771473,Household,58.2562,OUT013,1987,High,Tier 3,Supermarket Type1,592.562,37,0.044771473,13235.258084986393,Medium,Non-Food
FDW13,8.5,Low Fat,0.098083231,Canned,50.3324,OUT045,2002,Small,Tier 2,Supermarket Type1,675.1212,22,0.098083231,6883.146008923788,Medium,Food
FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,2007,Small,Tier 2,Supermarket Type1,1970.768,17,0.06121901,32192.091966204618,High,Snacks
FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,2007,Small,Tier 2,Supermarket Type1,2950.1598,17,0.047073322,62671.587104050144,High,Food
FDQ20,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5138,OUT017,2007,Small,Tier 2,Supermarket Type1,568.5932,17,0.029953314,18982.647462648038,Low,Food
FDT45,15.85,Low Fat,0.0,Snack Foods,55.1956,OUT013,1987,High,Tier 3,Supermarket Type1,1255.6988,37,0.001,1255698.7999999998,Medium,Snacks
NCM26,14.5,Low Fat,0.040520754,Others,153.934,OUT019,1985,Small,Tier 1,Grocery Store,153.134,39,0.040520754,3779.149815425448,Very High,Non-Food
FDJ22,13.15,Low Fat,0.052554508,Snack Foods,190.3504,OUT027,1985,Medium,Tier 3,Supermarket Type3,1917.504,39,0.052554508,36486.004207288934,Very High,Snacks
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,OUT017,2007,Small,Tier 2,Supermarket Type1,5834.4054,17,0.018514652,315123.6869048362,Very High,Food
FDA13,15.85,Low Fat,0.07871426,Canned,37.2506,OUT045,2002,Small,Tier 2,Supermarket Type1,493.3578,22,0.07871426,6267.705495802159,Low,Food
FDV47,17.1,Low Fat,0.054197299,Breads,83.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,1860.2452,20,0.054197299,34323.57763806643,Medium,Food
FDS57,15.5,Low Fat,0.103442268,Snack Foods,144.847,OUT046,1997,Small,Tier 1,Supermarket Type1,2433.499,27,0.103442268,23525.189915596202,High,Snacks
DRG36,14.15,Low Fat,0.095360186,Soft Drinks,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,3251.1014,20,0.095360186,34092.85925679717,Very High,Drinks
FDK38,12.15,Low Fat,0.053031857,Canned,149.1734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4454.202,39,0.053031857,83991.06220247954,High,Food
DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,OUT035,2004,Small,Tier 2,Supermarket Type1,2841.6344,20,0.013990601,203110.24522820712,High,Drinks
FDR37,16.5,Regular,0.066237024,Breakfast,183.1292,OUT035,2004,Small,Tier 2,Supermarket Type1,6385.022,20,0.066237024,96396.5711986094,Very High,Food
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,20,0.089761211,26480.32455800981,Very High,Non-Food
FDR22,19.35,Regular,0.01863822,Snack Foods,110.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816,15,0.01863822,90020.18433090714,High,Snacks
NCP42,8.51,Low Fat,0.016176344,Household,192.1478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,15,0.016176344,119772.30454545231,Very High,Non-Food
FDK38,6.65,Low Fat,0.089196394,Canned,147.0734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,26,0.089196394,3329.1345836245355,High,Food
NCC43,7.39,Low Fat,0.092782895,Household,252.6066,OUT046,1997,Small,Tier 1,Supermarket Type1,2259.0594,27,0.092782895,24347.800313840176,Very High,Non-Food
FDH57,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,OUT049,1999,Medium,Tier 1,Supermarket Type1,2504.7396,25,0.0358031,69958.73541676559,High,Food
FDQ25,8.63,Regular,0.028271345,Canned,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064,20,0.028271345,73194.48013527477,Very High,Food
FDA11,7.75,Low Fat,0.043238822,Baking Goods,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.7848,27,0.043238822,39357.79749041266,Medium,Snacks
FDG31,12.15,Low Fat,0.037955309,Meat,62.8826,OUT049,1999,Medium,Tier 1,Supermarket Type1,710.4086,25,0.037955309,18716.97579909045,Medium,Food
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,4502.1396,15,0.089186083,50480.29298472499,Very High,Food
FDV14,19.85,Low Fat,0.044566659,Dairy,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,25,0.044566659,15776.026648082368,Medium,Food
FDB60,9.3,Low Fat,0.028638276,Baking Goods,195.8136,OUT018,2009,Medium,Tier 3,Supermarket Type2,2138.5496,15,0.028638276,74674.52300550493,Very High,Snacks
FDU43,13.1,Regular,0.057762301,Fruits and Vegetables,237.3564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2145.2076,39,0.057762301,37138.541277986835,Very High,Food
DRH11,5.98,Low Fat,0.075711199,Hard Drinks,55.6614,OUT045,2002,Small,Tier 2,Supermarket Type1,331.5684,22,0.075711199,4379.383821407979,Medium,Drinks
FDC48,11.65,Low Fat,0.027767577,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796,39,0.027767577,14866.115253772412,Medium,Snacks
DRK39,7.02,Low Fat,0.049865399,Dairy,82.925,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15,27,0.049865399,23365.901474086273,Medium,Food
FDB20,7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,OUT049,1999,Medium,Tier 1,Supermarket Type1,1324.2762,25,0.052061483,25436.77443840776,Medium,Food
FDE51,5.925,Regular,0.096387053,Dairy,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,356.8688,37,0.096387053,3702.4557644686993,Low,Food
FDX36,9.695,Regular,0.128176489,Baking Goods,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464,37,0.128176489,28091.317121348206,Very High,Snacks
NCT29,12.6,Low Fat,0.064110725,Health and Hygiene,122.3414,OUT046,1997,Small,Tier 1,Supermarket Type1,243.6828,27,0.064110725,3800.9677787920823,High,Non-Food
FDU45,15.6,Regular,0.035561344,Snack Foods,112.1518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1821.6288,25,0.035561344,51224.97057479042,High,Snacks
FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,OUT049,1999,Medium,Tier 1,Supermarket Type1,4165.2448,25,0.119647957,34812.50248175989,Very High,Food
FDW07,18.0,Regular,0.238831875,Fruits and Vegetables,88.2514,OUT010,1998,Small,Tier 3,Grocery Store,88.5514,26,0.238831875,370.76876777858905,Medium,Food
FDR52,12.85,Regular,0.075676339,Frozen Foods,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,8789.8916,39,0.075676339,116151.12089394283,Very High,Food
FDB45,20.85,Low Fat,0.021416681,Fruits and Vegetables,104.6306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1149.8366,15,0.021416681,53688.8325506646,High,Food
NCT42,13.15,Low Fat,0.024766802,Household,151.0392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3281.0624,39,0.024766802,132478.2424472889,Very High,Non-Food
FDP52,18.7,Regular,0.070691729,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,5742.525,27,0.070691729,81233.33636386231,Very High,Food
FDI50,12.15,Regular,0.030693309,Canned,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,10306.584,39,0.030693309,335792.5338059836,Very High,Food
FDU48,18.85,Low Fat,0.055671582,Baking Goods,133.3284,OUT017,2007,Small,Tier 2,Supermarket Type1,263.6568,17,0.055671582,4735.9315206814135,High,Snacks
FDS43,11.65,Low Fat,0.040507228,Fruits and Vegetables,186.924,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.088,20,0.040507228,55226.88444640054,Very High,Food
NCM41,16.5,Low Fat,0.035626319,Health and Hygiene,93.112,OUT013,1987,High,Tier 3,Supermarket Type1,932.12,37,0.035626319,26163.803226485456,Medium,Non-Food
FDP37,15.6,Low Fat,0.143688905,Breakfast,128.1994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2184.4898,15,0.143688905,15202.91215247273,High,Food
FDJ44,12.3,Regular,0.106542886,Fruits and Vegetables,173.2396,OUT045,2002,Small,Tier 2,Supermarket Type1,3139.9128,22,0.106542886,29470.881800592488,Very High,Food
FDY38,13.35,Regular,0.208662546,Dairy,231.83,OUT019,1985,Small,Tier 1,Grocery Store,466.06,39,0.208662546,2233.558484424895,Very High,Food
FDC20,10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6272,OUT017,2007,Small,Tier 2,Supermarket Type1,447.4176,17,0.024107056,18559.61175848266,Medium,Food
FDF02,16.2,Low Fat,0.104058452,Canned,102.499,OUT017,2007,Small,Tier 2,Supermarket Type1,2063.98,17,0.104058452,19834.813610335084,High,Food
FDX38,10.5,Regular,0.048403392,Dairy,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.3136,15,0.048403392,10894.145600374452,Low,Food
FDN50,12.15,Regular,0.026391403,Canned,92.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2609.936,39,0.026391403,98893.41616283152,Medium,Food
FDA07,7.55,Regular,0.031007381,Fruits and Vegetables,123.4072,OUT045,2002,Small,Tier 2,Supermarket Type1,2082.6224,22,0.031007381,67165.37588260035,High,Food
FDT49,12.15,Low Fat,0.150672399,Canned,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144,39,0.150672399,16261.399010445168,High,Food
FDA09,13.35,Regular,0.149598628,Snack Foods,179.466,OUT049,1999,Medium,Tier 1,Supermarket Type1,3775.086,25,0.149598628,25234.763516681447,Very High,Snacks
FDV43,16.0,Low Fat,0.077290355,Fruits and Vegetables,44.5086,OUT017,2007,Small,Tier 2,Supermarket Type1,713.7376,17,0.077290355,9234.497629102621,Low,Food
FDK58,13.15,Regular,0.078758649,Snack Foods,103.0016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032,39,0.078758649,2569.917114753962,High,Snacks
FDL22,16.85,Low Fat,0.036359891,Snack Foods,90.7488,OUT013,1987,High,Tier 3,Supermarket Type1,2263.72,37,0.036359891,62258.71249173987,Medium,Snacks
FDP56,8.185,Low Fat,0.046747071,Fruits and Vegetables,49.9692,OUT017,2007,Small,Tier 2,Supermarket Type1,837.5764,17,0.046747071,17917.195282673434,Low,Food
DRL47,19.7,Low Fat,0.0,Hard Drinks,125.9362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1635.8706,25,0.001,1635870.5999999999,High,Drinks
NCT17,10.8,Low Fat,0.041865848,Health and Hygiene,189.7214,OUT046,1997,Small,Tier 1,Supermarket Type1,5841.0634,27,0.041865848,139518.5737071419,Very High,Non-Food
FDR12,12.6,Regular,0.031713126,Baking Goods,172.5764,OUT017,2007,Small,Tier 2,Supermarket Type1,1030.6584,17,0.031713126,32499.42626280361,Very High,Snacks
FDD39,16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.165,15,0.07044068,89084.38987244302,Very High,Food
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898,15,0.006087409,307338.9680239984,Very High,Food
FDV19,14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,OUT017,2007,Small,Tier 2,Supermarket Type1,3690.5294,17,0.035456465,104086.21953711404,Very High,Food
FDS55,13.1,Low Fat,0.142107998,Fruits and Vegetables,150.3734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,39,0.142107998,2089.5854151713543,Very High,Food
FDM50,13.0,Regular,0.030064132,Canned,58.022,OUT013,1987,High,Tier 3,Supermarket Type1,898.83,37,0.030064132,29897.087998416187,Medium,Food
DRF13,12.1,Low Fat,0.029781363,Soft Drinks,146.9444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884,27,0.029781363,53610.31998434726,High,Drinks
FDJ48,11.3,Low Fat,0.056387854,Baking Goods,245.4118,OUT013,1987,High,Tier 3,Supermarket Type1,6669.3186,37,0.056387854,118275.80102622809,Very High,Snacks
FDM20,10.0,Low Fat,0.038653608,Fruits and Vegetables,245.4144,OUT013,1987,High,Tier 3,Supermarket Type1,7105.4176,37,0.038653608,183822.88142416097,Very High,Food
FDP24,20.6,Low Fat,0.083172413,Baking Goods,121.0756,OUT045,2002,Small,Tier 2,Supermarket Type1,1696.4584,22,0.083172413,20396.888088361702,High,Snacks
FDC16,11.5,Regular,0.020565921,Dairy,86.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.864,20,0.020565921,67337.80607248272,Medium,Food
NCB42,11.8,Low Fat,0.008609602,Health and Hygiene,114.8492,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904,17,0.008609602,161469.76364296515,High,Non-Food
FDN01,8.895,Low Fat,0.121180705,Breakfast,177.037,OUT010,1998,Small,Tier 3,Grocery Store,176.437,26,0.121180705,1455.982617034618,Very High,Food
